County;City;Male population;Female population;All population
BUD;Budapest;781744;913156;1694900
BAC;Kecskemét;52603;59076;111679
BAC;Bácsalmás;3479;3742;7221
BAC;Baja;17601;19994;37595
BAC;Dunavecse;1991;2097;4088
BAC;Hajós;1508;1708;3216
BAC;Izsák;2920;3164;6084
BAC;Jánoshalma;4558;4895;9453
BAC;Kalocsa;8228;9277;17505
BAC;Kecel;4234;4736;8970
BAC;Kerekegyháza;3187;3292;6479
BAC;Kiskőrös;6921;7769;14690
BAC;Kiskunfélegyháza;14774;16456;31230
BAC;Kiskunhalas;14104;15563;29667
BAC;Kiskunmajsa;5722;6182;11904
BAC;Kunszentmiklós;4192;4442;8634
BAC;Lajosmizse;5786;5914;11700
BAC;Mélykút;2619;2893;5512
BAC;Solt;3296;3539;6835
BAC;Soltvadkert;3726;3944;7670
BAC;Szabadszállás;3139;3397;6536
BAC;Tiszakécske;5595;5991;11586
BAC;Tompa;2256;2461;4717
BAC;Bácsbokod;1437;1489;2926
BAC;Bugac;1374;1463;2837
BAC;Dunapataj;1656;1724;3380
BAC;Harta;1778;1891;3669
BAC;Lakitelek;2303;2343;4646
BAC;Sükösd;1890;1988;3878
BAC;Tiszaalpár;2450;2663;5113
BAC;Ágasegyháza;939;1004;1943
BAC;Akasztó;1704;1778;3482
BAC;Apostag;1049;1055;2104
BAC;Bácsborsód;613;655;1268
BAC;Bácsszentgyörgy;91;91;182
BAC;Bácsszőlős;172;193;365
BAC;Ballószög;1636;1759;3395
BAC;Balotaszállás;772;806;1578
BAC;Bátmonostor;789;836;1625
BAC;Bátya;1074;1095;2169
BAC;Bócsa;943;942;1885
BAC;Borota;665;744;1409
BAC;Bugacpusztaháza;152;151;303
BAC;Császártöltés;1190;1322;2512
BAC;Csátalja;761;795;1556
BAC;Csávoly;962;1006;1968
BAC;Csengőd;1058;1165;2223
BAC;Csikéria;437;475;912
BAC;Csólyospálos;841;870;1711
BAC;Dávod;1014;1157;2171
BAC;Drágszél;188;193;381
BAC;Dunaegyháza;768;750;1518
BAC;Dunafalva;467;480;947
BAC;Dunaszentbenedek;442;460;902
BAC;Dunatetétlen;304;321;625
BAC;Dusnok;1570;1624;3194
BAC;Érsekcsanád;1465;1499;2964
BAC;Érsekhalma;326;341;667
BAC;Fajsz;891;913;1804
BAC;Felsőlajos;494;495;989
BAC;Felsőszentiván;918;1024;1942
BAC;Foktő;814;861;1675
BAC;Fülöpháza;443;457;900
BAC;Fülöpjakab;603;540;1143
BAC;Fülöpszállás;1173;1245;2418
BAC;Gara;1144;1258;2402
BAC;Gátér;478;516;994
BAC;Géderlak;519;554;1073
BAC;Harkakötöny;435;478;913
BAC;Helvécia;2244;2318;4562
BAC;Hercegszántó;985;1087;2072
BAC;Homokmégy;698;757;1455
BAC;Imrehegy;365;363;728
BAC;Jakabszállás;1349;1401;2750
BAC;Jászszentlászló;1225;1334;2559
BAC;Kaskantyú;550;481;1031
BAC;Katymár;1056;1154;2210
BAC;Kelebia;1304;1463;2767
BAC;Kéleshalom;220;236;456
BAC;Kisszállás;1253;1323;2576
BAC;Kömpöc;333;387;720
BAC;Kunadacs;807;782;1589
BAC;Kunbaja;804;854;1658
BAC;Kunbaracs;332;322;654
BAC;Kunfehértó;1053;1154;2207
BAC;Kunpeszér;349;353;702
BAC;Kunszállás;807;900;1707
BAC;Ladánybene;890;823;1713
BAC;Madaras;1452;1611;3063
BAC;Mátételke;263;290;553
BAC;Miske;890;966;1856
BAC;Móricgát;240;268;508
BAC;Nagybaracska;1138;1243;2381
BAC;Nemesnádudvar;940;1020;1960
BAC;Nyárlőrinc;1136;1206;2342
BAC;Ordas;212;254;466
BAC;Orgovány;1608;1771;3379
BAC;Öregcsertő;454;437;891
BAC;Páhi;616;634;1250
BAC;Pálmonostora;923;969;1892
BAC;Petőfiszállás;795;787;1582
BAC;Pirtó;516;488;1004
BAC;Rém;666;682;1348
BAC;Soltszentimre;635;693;1328
BAC;Szakmár;622;624;1246
BAC;Szalkszentmárton;1476;1462;2938
BAC;Szank;1243;1304;2547
BAC;Szentkirály;988;985;1973
BAC;Szeremle;737;794;1531
BAC;Tabdi;578;585;1163
BAC;Tass;1552;1548;3100
BAC;Tataháza;605;702;1307
BAC;Tázlár;862;884;1746
BAC;Tiszaug;477;496;973
BAC;Újsolt;91;91;182
BAC;Újtelek;198;227;425
BAC;Uszód;516;588;1104
BAC;Városföld;1100;1131;2231
BAC;Vaskút;1702;1916;3618
BAC;Zsana;425;396;821
BAR;Pécs;71270;82211;153481
BAR;Bóly;1875;2001;3876
BAR;Harkány;1968;2171;4139
BAR;Komló;12542;13693;26235
BAR;Kozármisleny;2972;3098;6070
BAR;Mágocs;1181;1269;2450
BAR;Mohács;9295;10278;19573
BAR;Pécsvárad;1953;2076;4029
BAR;Sásd;1625;1719;3344
BAR;Sellye;1412;1487;2899
BAR;Siklós;4759;5432;10191
BAR;Szentlőrinc;3300;3582;6882
BAR;Szigetvár;5160;5866;11026
BAR;Villány;1203;1338;2541
BAR;Beremend;1300;1324;2624
BAR;Szászvár;1225;1292;2517
BAR;Vajszló;895;989;1884
BAR;Abaliget;315;338;653
BAR;Adorjás;110;101;211
BAR;Ág;101;97;198
BAR;Almamellék;226;238;464
BAR;Almáskeresztúr;45;45;90
BAR;Alsómocsolád;181;179;360
BAR;Alsószentmárton;640;583;1223
BAR;Apátvarasd;70;67;137
BAR;Aranyosgadány;189;196;385
BAR;Áta;108;109;217
BAR;Babarc;367;409;776
BAR;Babarcszőlős;76;67;143
BAR;Bakóca;157;169;326
BAR;Bakonya;186;186;372
BAR;Baksa;394;410;804
BAR;Bánfa;100;98;198
BAR;Bár;295;289;584
BAR;Baranyahídvég;113;96;209
BAR;Baranyajenő;223;263;486
BAR;Baranyaszentgyörgy;76;72;148
BAR;Basal;109;101;210
BAR;Belvárdgyula;222;231;453
BAR;Berkesd;452;439;891
BAR;Besence;73;59;132
BAR;Bezedek;130;141;271
BAR;Bicsérd;515;540;1055
BAR;Bikal;388;386;774
BAR;Birján;266;295;561
BAR;Bisse;121;131;252
BAR;Boda;218;223;441
BAR;Bodolyabér;129;129;258
BAR;Bogád;546;545;1091
BAR;Bogádmindszent;230;223;453
BAR;Bogdása;155;159;314
BAR;Boldogasszonyfa;242;216;458
BAR;Borjád;235;217;452
BAR;Bosta;79;77;156
BAR;Botykapeterd;190;174;364
BAR;Bükkösd;615;567;1182
BAR;Bürüs;42;54;96
BAR;Csányoszró;370;368;738
BAR;Csarnóta;70;77;147
BAR;Csebény;55;49;104
BAR;Cserdi;221;205;426
BAR;Cserkút;290;274;564
BAR;Csertő;209;228;437
BAR;Csonkamindszent;88;92;180
BAR;Cún;137;123;260
BAR;Dencsháza;310;300;610
BAR;Dinnyeberki;48;48;96
BAR;Diósviszló;379;383;762
BAR;Drávacsehi;121;123;244
BAR;Drávacsepely;115;110;225
BAR;Drávafok;264;274;538
BAR;Drávaiványi;108;113;221
BAR;Drávakeresztúr;59;62;121
BAR;Drávapalkonya;145;147;292
BAR;Drávapiski;66;61;127
BAR;Drávaszabolcs;337;354;691
BAR;Drávaszerdahely;109;102;211
BAR;Drávasztára;223;235;458
BAR;Dunaszekcső;1011;1080;2091
BAR;Egerág;522;529;1051
BAR;Egyházasharaszti;159;162;321
BAR;Egyházaskozár;405;430;835
BAR;Ellend;114;123;237
BAR;Endrőc;207;199;406
BAR;Erdősmárok;57;39;96
BAR;Erdősmecske;202;220;422
BAR;Erzsébet;162;154;316
BAR;Fazekasboda;107;121;228
BAR;Feked;104;109;213
BAR;Felsőegerszeg;63;71;134
BAR;Felsőszentmárton;470;562;1032
BAR;Garé;162;162;324
BAR;Gerde;274;320;594
BAR;Gerényes;135;125;260
BAR;Geresdlak;402;430;832
BAR;Gilvánfa;223;204;427
BAR;Gordisa;145;146;291
BAR;Gödre;477;472;949
BAR;Görcsöny;781;842;1623
BAR;Görcsönydoboka;217;200;417
BAR;Gyód;345;346;691
BAR;Gyöngyfa;83;75;158
BAR;Gyöngyösmellék;174;153;327
BAR;Hásságy;143;156;299
BAR;Hegyhátmaróc;89;84;173
BAR;Hegyszentmárton;219;232;451
BAR;Helesfa;261;266;527
BAR;Hetvehely;246;244;490
BAR;Hidas;1080;1144;2224
BAR;Himesháza;514;586;1100
BAR;Hirics;130;118;248
BAR;Hobol;472;510;982
BAR;Homorúd;310;331;641
BAR;Horváthertelend;42;38;80
BAR;Hosszúhetény;1678;1729;3407
BAR;Husztót;32;40;72
BAR;Ibafa;124;119;243
BAR;Illocska;126;123;249
BAR;Ipacsfa;110;118;228
BAR;Ivánbattyán;66;73;139
BAR;Ivándárda;122;130;252
BAR;Kacsóta;130;153;283
BAR;Kákics;120;116;236
BAR;Kárász;177;178;355
BAR;Kásád;161;173;334
BAR;Katádfa;90;93;183
BAR;Kátoly;162;183;345
BAR;Kékesd;97;87;184
BAR;Kémes;251;256;507
BAR;Kemse;37;26;63
BAR;Keszü;658;652;1310
BAR;Kétújfalu;352;361;713
BAR;Királyegyháza;525;482;1007
BAR;Kisasszonyfa;111;97;208
BAR;Kisbeszterce;50;41;91
BAR;Kisbudmér;66;51;117
BAR;Kisdér;63;68;131
BAR;Kisdobsza;123;123;246
BAR;Kishajmás;122;120;242
BAR;Kisharsány;282;275;557
BAR;Kisherend;106;102;208
BAR;Kisjakabfalva;98;68;166
BAR;Kiskassa;144;135;279
BAR;Kislippó;151;138;289
BAR;Kisnyárád;111;98;209
BAR;Kisszentmárton;152;140;292
BAR;Kistamási;63;77;140
BAR;Kistapolca;105;110;215
BAR;Kistótfalu;174;160;334
BAR;Kisvaszar;178;174;352
BAR;Kórós;134;116;250
BAR;Kovácshida;138;157;295
BAR;Kovácsszénája;35;41;76
BAR;Köblény;120;127;247
BAR;Kökény;336;330;666
BAR;Kölked;548;551;1099
BAR;Kővágószőlős;657;679;1336
BAR;Kővágótöttös;174;203;377
BAR;Lánycsók;1294;1332;2626
BAR;Lapáncsa;107;108;215
BAR;Liget;220;210;430
BAR;Lippó;275;269;544
BAR;Liptód;112;120;232
BAR;Lothárd;126;142;268
BAR;Lovászhetény;148;142;290
BAR;Lúzsok;139;125;264
BAR;Magyarbóly;484;521;1005
BAR;Magyaregregy;373;418;791
BAR;Magyarhertelend;351;337;688
BAR;Magyarlukafa;50;54;104
BAR;Magyarmecske;157;182;339
BAR;Magyarsarlós;149;175;324
BAR;Magyarszék;561;574;1135
BAR;Magyartelek;109;128;237
BAR;Majs;511;552;1063
BAR;Mánfa;436;421;857
BAR;Maráza;92;106;198
BAR;Márfa;113;116;229
BAR;Máriakéménd;278;270;548
BAR;Markóc;29;40;69
BAR;Marócsa;56;55;111
BAR;Márok;227;252;479
BAR;Martonfa;103;126;229
BAR;Matty;178;189;367
BAR;Máza;622;665;1287
BAR;Mecseknádasd;763;862;1625
BAR;Mecsekpölöske;221;221;442
BAR;Mekényes;156;152;308
BAR;Merenye;153;154;307
BAR;Meződ;74;64;138
BAR;Mindszentgodisa;427;445;872
BAR;Molvány;101;106;207
BAR;Monyoród;104;86;190
BAR;Mozsgó;499;471;970
BAR;Nagybudmér;107;109;216
BAR;Nagycsány;89;84;173
BAR;Nagydobsza;343;346;689
BAR;Nagyhajmás;227;164;391
BAR;Nagyharsány;765;805;1570
BAR;Nagykozár;930;994;1924
BAR;Nagynyárád;348;386;734
BAR;Nagypall;216;227;443
BAR;Nagypeterd;322;322;644
BAR;Nagytótfalu;202;207;409
BAR;Nagyváty;182;187;369
BAR;Nemeske;141;130;271
BAR;Nyugotszenterzsébet;137;122;259
BAR;Óbánya;75;81;156
BAR;Ócsárd;227;226;453
BAR;Ófalu;164;176;340
BAR;Okorág;105;78;183
BAR;Okorvölgy;48;42;90
BAR;Olasz;301;329;630
BAR;Old;181;180;361
BAR;Orfű;499;500;999
BAR;Oroszló;166;178;344
BAR;Ózdfalu;104;91;195
BAR;Palé;61;54;115
BAR;Palkonya;158;167;325
BAR;Palotabozsok;489;494;983
BAR;Páprád;85;93;178
BAR;Patapoklosi;209;201;410
BAR;Pécsbagota;59;47;106
BAR;Pécsdevecser;46;72;118
BAR;Pécsudvard;397;391;788
BAR;Pellérd;1130;1158;2288
BAR;Pereked;90;88;178
BAR;Peterd;110;97;207
BAR;Pettend;67;82;149
BAR;Piskó;143;122;265
BAR;Pócsa;94;98;192
BAR;Pogány;590;642;1232
BAR;Rádfalva;118;128;246
BAR;Regenye;83;75;158
BAR;Romonya;227;248;475
BAR;Rózsafa;192;216;408
BAR;Sámod;96;105;201
BAR;Sárok;71;61;132
BAR;Sátorhely;334;347;681
BAR;Siklósbodony;77;76;153
BAR;Siklósnagyfalu;228;222;450
BAR;Somberek;758;838;1596
BAR;Somogyapáti;265;255;520
BAR;Somogyhárságy;240;226;466
BAR;Somogyhatvan;204;197;401
BAR;Somogyviszló;125;135;260
BAR;Sósvertike;102;91;193
BAR;Sumony;241;248;489
BAR;Szabadszentkirály;409;426;835
BAR;Szágy;78;79;157
BAR;Szajk;427;441;868
BAR;Szalánta;591;664;1255
BAR;Szalatnak;182;189;371
BAR;Szaporca;135;136;271
BAR;Szárász;30;21;51
BAR;Szava;182;182;364
BAR;Szebény;200;233;433
BAR;Szederkény;862;1009;1871
BAR;Székelyszabar;319;326;645
BAR;Szellő;72;74;146
BAR;Szemely;235;255;490
BAR;Szentdénes;173;160;333
BAR;Szentegát;212;218;430
BAR;Szentkatalin;71;64;135
BAR;Szentlászló;407;452;859
BAR;Szilágy;148;159;307
BAR;Szilvás;81;89;170
BAR;Szőke;80;66;146
BAR;Szőkéd;189;208;397
BAR;Szörény;40;35;75
BAR;Szulimán;127;133;260
BAR;Szűr;141;161;302
BAR;Tarrós;59;72;131
BAR;Tékes;147;132;279
BAR;Teklafalu;169;190;359
BAR;Tengeri;34;39;73
BAR;Tésenfa;100;107;207
BAR;Téseny;173;171;344
BAR;Tófű;74;71;145
BAR;Tormás;168;169;337
BAR;Tótszentgyörgy;88;89;177
BAR;Töttös;306;286;592
BAR;Túrony;137;146;283
BAR;Udvar;79;86;165
BAR;Újpetre;561;551;1112
BAR;Várad;67;58;125
BAR;Varga;57;52;109
BAR;Vásárosbéc;99;95;194
BAR;Vásárosdombó;561;620;1181
BAR;Vázsnok;69;65;134
BAR;Vejti;94;86;180
BAR;Vékény;85;64;149
BAR;Velény;96;76;172
BAR;Véménd;775;800;1575
BAR;Versend;457;511;968
BAR;Villánykövesd;137;161;298
BAR;Vokány;438;460;898
BAR;Zádor;156;177;333
BAR;Zaláta;144;140;284
BAR;Zengővárkony;213;214;427
BAR;Zók;143;151;294
BEK;Békéscsaba;29291;33438;62729
BEK;Battonya;2917;3117;6034
BEK;Békés;10159;10711;20870
BEK;Csorvás;2600;2764;5364
BEK;Dévaványa;4044;4112;8156
BEK;Elek;2457;2624;5081
BEK;Füzesgyarmat;2963;3066;6029
BEK;Gyomaendrőd;6946;7533;14479
BEK;Gyula;15206;16875;32081
BEK;Körösladány;2356;2516;4872
BEK;Medgyesegyháza;1865;2013;3878
BEK;Mezőberény;5267;5644;10911
BEK;Mezőhegyes;2772;2941;5713
BEK;Mezőkovácsháza;3015;3382;6397
BEK;Orosháza;14419;15821;30240
BEK;Sarkad;5121;5504;10625
BEK;Szarvas;8263;8942;17205
BEK;Szeghalom;4804;4828;9632
BEK;Tótkomlós;3038;3283;6321
BEK;Újkígyós;2676;2854;5530
BEK;Vésztő;3799;3798;7597
BEK;Békésszentandrás;1898;1954;3852
BEK;Csabacsűd;956;990;1946
BEK;Doboz;2167;2271;4438
BEK;Dombegyház;1072;1109;2181
BEK;Gádoros;1997;2039;4036
BEK;Kétegyháza;1896;2069;3965
BEK;Kevermes;1034;1092;2126
BEK;Kondoros;2607;2781;5388
BEK;Nagyszénás;2586;2726;5312
BEK;Almáskamarás;489;496;985
BEK;Békéssámson;1260;1258;2518
BEK;Bélmegyer;559;522;1081
BEK;Biharugra;474;512;986
BEK;Bucsa;1184;1214;2398
BEK;Csabaszabadi;197;183;380
BEK;Csanádapáca;1355;1424;2779
BEK;Csárdaszállás;257;248;505
BEK;Dombiratos;295;328;623
BEK;Ecsegfalva;673;664;1337
BEK;Gerendás;685;721;1406
BEK;Geszt;402;418;820
BEK;Hunya;336;362;698
BEK;Kamut;542;571;1113
BEK;Kardos;358;341;699
BEK;Kardoskút;461;460;921
BEK;Kaszaper;999;1046;2045
BEK;Kertészsziget;227;190;417
BEK;Kétsoprony;742;729;1471
BEK;Kisdombegyház;262;277;539
BEK;Körösnagyharsány;316;350;666
BEK;Köröstarcsa;1362;1390;2752
BEK;Körösújfalu;294;284;578
BEK;Kötegyán;738;777;1515
BEK;Kunágota;1414;1505;2919
BEK;Lőkösháza;908;984;1892
BEK;Magyarbánhegyes;1211;1247;2458
BEK;Magyardombegyház;150;119;269
BEK;Medgyesbodzás;573;589;1162
BEK;Méhkerék;1086;1080;2166
BEK;Mezőgyán;604;609;1213
BEK;Murony;657;702;1359
BEK;Nagybánhegyes;659;736;1395
BEK;Nagykamarás;717;810;1527
BEK;Okány;1330;1361;2691
BEK;Örménykút;231;195;426
BEK;Pusztaföldvár;950;970;1920
BEK;Pusztaottlaka;196;199;395
BEK;Sarkadkeresztúr;838;890;1728
BEK;Szabadkígyós;1394;1400;2794
BEK;Tarhos;426;480;906
BEK;Telekgerendás;814;817;1631
BEK;Újszalonta;60;56;116
BEK;Végegyháza;763;757;1520
BEK;Zsadány;888;853;1741
BOR;Miskolc;79033;89883;168916
BOR;Abaújszántó;1555;1630;3185
BOR;Alsózsolca;2921;3019;5940
BOR;Borsodnádasd;1647;1703;3350
BOR;Cigánd;1627;1626;3253
BOR;Edelény;5099;5408;10507
BOR;Emőd;2607;2698;5305
BOR;Encs;3166;3454;6620
BOR;Felsőzsolca;3451;3677;7128
BOR;Gönc;1072;1140;2212
BOR;Kazincbarcika;14529;15797;30326
BOR;Mezőcsát;3163;3213;6376
BOR;Mezőkeresztes;1979;2115;4094
BOR;Mezőkövesd;8067;8891;16958
BOR;Nyékládháza;2498;2653;5151
BOR;Ózd;18017;19892;37909
BOR;Pálháza;559;581;1140
BOR;Putnok;3537;3758;7295
BOR;Rudabánya;1375;1426;2801
BOR;Sajóbábony;1408;1516;2924
BOR;Sajószentpéter;6376;6734;13110
BOR;Sárospatak;6333;6794;13127
BOR;Sátoraljaújhely;7782;8559;16341
BOR;Szendrő;2106;2184;4290
BOR;Szerencs;4500;5144;9644
BOR;Szikszó;2785;3067;5852
BOR;Tiszaújváros;8441;9493;17934
BOR;Tokaj;1996;2210;4206
BOR;Arló;1995;1985;3980
BOR;Izsófalva;961;906;1867
BOR;Múcsony;1634;1670;3304
BOR;Onga;2404;2531;4935
BOR;Ricse;890;947;1837
BOR;Szentistván;1220;1363;2583
BOR;Szirmabesenyő;2251;2282;4533
BOR;Taktaharkány;1865;1960;3825
BOR;Tiszalúc;2669;2835;5504
BOR;Abaújalpár;46;40;86
BOR;Abaújkér;329;378;707
BOR;Abaújlak;69;58;127
BOR;Abaújszolnok;95;103;198
BOR;Abaújvár;116;118;234
BOR;Abod;113;119;232
BOR;Aggtelek;291;303;594
BOR;Alacska;401;433;834
BOR;Alsóberecki;423;405;828
BOR;Alsódobsza;159;170;329
BOR;Alsógagy;48;66;114
BOR;Alsóregmec;102;113;215
BOR;Alsószuha;251;227;478
BOR;Alsótelekes;71;100;171
BOR;Alsóvadász;767;828;1595
BOR;Arka;59;60;119
BOR;Arnót;1265;1346;2611
BOR;Ároktő;601;609;1210
BOR;Aszaló;901;959;1860
BOR;Baktakék;383;382;765
BOR;Balajt;238;253;491
BOR;Bánhorváti;705;788;1493
BOR;Bánréve;662;709;1371
BOR;Baskó;84;115;199
BOR;Becskeháza;23;22;45
BOR;Bekecs;1309;1317;2626
BOR;Berente;541;629;1170
BOR;Beret;148;135;283
BOR;Berzék;487;518;1005
BOR;Bodroghalom;705;746;1451
BOR;Bodrogkeresztúr;543;661;1204
BOR;Bodrogkisfalud;449;468;917
BOR;Bodrogolaszi;486;505;991
BOR;Bódvalenke;99;111;210
BOR;Bódvarákó;60;49;109
BOR;Bódvaszilas;557;578;1135
BOR;Bogács;946;1097;2043
BOR;Boldogkőújfalu;273;298;571
BOR;Boldogkőváralja;512;533;1045
BOR;Boldva;1203;1255;2458
BOR;Borsodbóta;447;483;930
BOR;Borsodgeszt;128;158;286
BOR;Borsodivánka;348;390;738
BOR;Borsodszentgyörgy;574;655;1229
BOR;Borsodszirák;601;650;1251
BOR;Bózsva;102;97;199
BOR;Bőcs;1436;1471;2907
BOR;Bükkábrány;806;884;1690
BOR;Bükkaranyos;736;798;1534
BOR;Bükkmogyorósd;71;78;149
BOR;Bükkszentkereszt;603;618;1221
BOR;Bükkzsérc;482;561;1043
BOR;Büttös;103;112;215
BOR;Csenyéte;265;276;541
BOR;Cserépfalu;488;548;1036
BOR;Cserépváralja;203;252;455
BOR;Csernely;417;423;840
BOR;Csincse;288;320;608
BOR;Csobád;358;358;716
BOR;Csobaj;375;367;742
BOR;Csokvaomány;443;485;928
BOR;Damak;127;137;264
BOR;Dámóc;216;213;429
BOR;Debréte;12;7;19
BOR;Dédestapolcsány;758;793;1551
BOR;Detek;148;158;306
BOR;Domaháza;456;465;921
BOR;Dövény;141;167;308
BOR;Dubicsány;158;162;320
BOR;Egerlövő;293;291;584
BOR;Égerszög;27;36;63
BOR;Erdőbénye;630;681;1311
BOR;Erdőhorváti;315;322;637
BOR;Fáj;205;183;388
BOR;Fancsal;160;196;356
BOR;Farkaslyuk;1018;1003;2021
BOR;Felsőberecki;158;152;310
BOR;Felsődobsza;442;488;930
BOR;Felsőgagy;103;103;206
BOR;Felsőkelecsény;204;200;404
BOR;Felsőnyárád;506;550;1056
BOR;Felsőregmec;178;176;354
BOR;Felsőtelekes;398;400;798
BOR;Felsővadász;275;263;538
BOR;Filkeháza;61;70;131
BOR;Fony;186;199;385
BOR;Forró;1312;1370;2682
BOR;Fulókércs;197;194;391
BOR;Füzér;211;250;461
BOR;Füzérkajata;61;67;128
BOR;Füzérkomlós;204;189;393
BOR;Füzérradvány;185;178;363
BOR;Gadna;150;135;285
BOR;Gagyapáti;15;13;28
BOR;Gagybátor;108;107;215
